sure,ayet_no,kac_kez,ayet_meali_hutbede_gecen,tema,tarih,hutbe_basligi
Al-i İmran,169,3,"Allah yolunda öldürülenleri sakın ölüler sanma. Bilakis onlar diridirler. Rableri katında Allah'ın, lütfundan kendilerine verdiği nimetlerin sevincini yaşayarak rızıklandırılmaktadırlar.","Vatan, Millet ve Tarih",15.03.2013,ŞEHİTLİK VE ÇANAKKALE
Al-i İmran,169,3,"Allah yolunda öldürülenleri sakın ölü sanma! Bilakis onlar diridirler; Allah'ın, lütuf ve kereminden kendilerine verdikleri ile sevinçli bir halde Rableri yanında rızıklara mazhar olmaktadırlar. Arkalarından gelecek ve henüz kendilerine katılmamış olan şehit kardeşlerine de hiçbir keder ve korku bulunmadığı müjdesinin sevincini duymaktadırlar.","Vatan, Millet ve Tarih",15.03.2019,ÇANAKKALE ZAFERİ VE BİRLİK RUHU
Al-i İmran,173,3,"Allah bize yeter, O ne güzel vekildir. O ne güzel mevlâdır, O ne güzel yardımcıdır!","Afet, Kriz ve Sağlık",03.03.2023,MÜSLÜMANLAR BİRBİRİNİN UMUDUDUR
Al-i İmran,173,3,Allah bize yeter. O ne güzel vekildir.,"İman, Tevhid ve Ahiret",13.01.2023,EN GÜZEL İSİMLER ALLAH’A AİTTİR
Al-i İmran,173,3,Allah bize yeter. O ne güzel vekildir!,"İman, Tevhid ve Ahiret",27.07.2018,İMAN-AMEL İLİŞKİSİ
Bakara,110,3,"Namazı kılın, zekâtı verin. Kendiniz için önceden ne hayır yaparsanız Allah katında onu bulursunuz. Muhakkak ki Allah, yaptıklarınızı eksiksiz görür.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",06.03.2026,ZEKÂT VE FITIR SADAKASI
Bakara,110,3,"Namazı kılın, zekâtı verin. Önceden kendiniz için ne hayır yaparsanız Allah katında onu bulursunuz. Şüphesiz Allah yaptıklarınızı eksiksiz görür.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",14.03.2025,İYİLİK KÖPRÜSÜ: ZEKÂT VE FITIR SADAKASI
Bakara,110,3,"Namazı kılın, zekâtı verin. Kendiniz için her ne hayır yaparsanız Allah katında onu bulursunuz. Muhakkak ki Allah, yaptıklarınızı eksiksiz görür.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",29.03.2024,KARDEŞLİĞİMİZ ZEKÂTLA BEREKETLENSİN
Bakara,128,3,"Rabbimiz! Bizi sana teslim olanlardan eyle, soyumuzdan da sana teslim olacak bir ümmet çıkar.",İbadet ve Kulluk,03.05.2024,DUA: RABBİMİZE SIĞINMANIN SÖZLÜ İFADESİ
Bakara,128,3,Rabbimiz! Bizi ve gelecek nesillerimizi sana teslim olanlardan eyle!,"Ramazan, Oruç ve Bayramlar",09.09.2016,BAYRAM VE HZ. İBRAHİM
Bakara,128,3,"Ey Rabbimiz! Bizi sana teslim olanlardan eyle, soyumuzdan da sana teslim olacak bir ümmet çıkar. Bize ibadet usullerimizi göster, tövbemizi kabul et. Şüphesiz tövbeleri kabul eden, merhameti bol olan yalnız sensin.","Aile, Çocuk ve Nesil",24.01.2020,SORUMLULUK SAHİBİ BİR BABA OLABİLMEK
Bakara,168,3,Ey insanlar! Yeryüzündeki şeylerin helâl ve temiz olanlarından yiyin! Şeytanın izinden yürümeyin. Çünkü o sizin için apaçık bir düşmandır.,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",12.07.2013,HELAL KAZANÇ HELAL LOKMA
Bakara,168,3,"Ey insanlar! Yeryüzündeki helâl ve temiz olan şeylerden yiyin; şeytanın peşinden gitmeyin, çünkü o apaçık düşmanınızdır.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",31.07.2026,HELAL HARAM DUYARLILIĞI
Bakara,168,3,Ey insanlar! Yeryüzündeki şeylerin helâl ve temiz olanlarından yiyin...,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",31.08.2018,"ÇALIŞMAK, HAYATIMIZA BEREKET GETİRİR"
Bakara,201,3,Ey Rabbimiz! Bize dünyada da iyilik ver ahirette de iyilik ver ve bizi ateş azabından koru!,"İman, Tevhid ve Ahiret",05.12.2014,AHİRET: HESAP VERME BİLİNCİ
Bakara,201,3,Rabbimiz! Bize dünyada iyilik ver. Ahirette de iyilik ver. Bizi cehennem azabından koru,İbadet ve Kulluk,10.02.2017,MÜMİNCE YAKARIŞIN ADI: DUA
Bakara,201,3,"Rabbimiz! Bize dünyada da iyilik ver, ahirette de iyilik ver ve bizi cehennem azabından koru!","Toplumsal Dayanışma, Merhamet ve Kardeşlik",11.03.2016,DÜNYAYI İYİLİK DEĞİŞTİRİR
Bakara,205,3,"O, senin yanından ayrılınca yeryüzünde bozgunculuk yapmaya, ekini ve nesli yok etmeye çalışır. Allah ise bozgunculuğu sevmez","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",02.11.2018,TEMİZ GIDA TEMİZ NESİL
Bakara,205,3,"İnsanların bazıları vardır ki, eline fırsat geçtiğinde yeryüzünde bozgunculuk çıkarıp ürünleri ve nesilleri yok etmeye çalışır. Allah bozgunculuğu sevmez.","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",16.08.2024,ÇEVREMİZ BİZE EMANETTİR
Bakara,205,3,"İnsanlardan öyleleri vardır ki, eline güç geçtiğinde bozgunculuk çıkarıp ürünleri, kültürleri ve nesilleri yok etmeye çalışır. Allah ise bozgunculuğu asla sevmez.","Vatan, Millet ve Tarih",26.12.2025,KİMLİĞİMİZ GELECEĞİMİZDİR
Bakara,276,3,"Allah, faizden elde edilen malı mahveder. Sadakaları ise artırır, bereketlendirir. Allah hiçbir günahkâr nankörü sevmez.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",01.06.2018,MEŞRU OLMAYAN KAZANÇ: FAİZ
Bakara,276,3,"Allah, faizden elde edilen malı mahveder. Sadakaları ise artırır, bereketlendirir. Allah hiçbir günahkâr nankörü sevmez.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",16.06.2017,"ZEKÂT, KAZANCI ARTIRIR; FAİZ YOK EDER"
Bakara,276,3,"Allah, faizle elde edilen malı mahveder, zekâtı ve sadakası verilen malı ise artırır","Ekonomik Hayat: Kazanç, Zekat ve İsraf",23.08.2019,FAİZİN TOPLUMSAL ZARARLARI
Enbiya,107,3,Ey Muhammed! Biz seni âlemlere rahmet olarak gönderdik.,Peygamberimiz ve Ashab,07.10.2022,ÂLEMLERE RAHMET HZ. MUHAMMED (S.A.S)
Enbiya,107,3,Biz seni ancak âlemlere rahmet olarak gönderdik.,Peygamberimiz ve Ashab,18.12.2015,RAHMET VE MERHAMET YÜKLÜ ADALET PEYGAMBERİ
Enbiya,107,3,Resûlüm! Biz seni âlemlere ancak rahmet olarak gönderdik.,Peygamberimiz ve Ashab,29.08.2025,ÂLEMLERE RAHMET HZ. MUHAMMED (S.A.S)
Enfal,60,3,"Düşmanlarınıza karşı gücünüz yettiği kadar hazırlık yapın, kuvvet hazırlayın…","Kandiller, Muharrem ve Mübarek Geceler",04.07.2025,GEÇMİŞE İBRETLE GELECEĞE FERASETLE BAKALIM
Enfal,60,3,"Düşmanlarınıza karşı gücünüz yettiği kadar hazırlık yapın, kuvvet hazırlayın.",İslam Coğrafyası ve Küresel Meseleler,04.10.2024,ZULÜM ASLA PAYİDAR OLMAZ
Enfal,60,3,"Düşmanlarınıza karşı gücünüz yettiği kadar hazırlık yapın, kuvvet hazırlayın.",İslam Coğrafyası ve Küresel Meseleler,25.07.2025,GAZZE: İNSANLIĞIN ONUR SINAVI
Furkan,74,3,Rabbimiz! Eşlerimizi ve çocuklarımızı bize göz aydınlığı kıl ve bizi Allah'a karşı gelmekten sakınanlara önder eyle,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",09.03.2018,"İSLAM'DA KADIN: ADALET, MERHAMET VE HAKKANİYET"
Furkan,74,3,Rabbimiz! Eşlerimizi ve çocuklarımızı bize göz aydınlığı kıl ve bizi Allah'a karşı gelmekten sakınanlara önder eyle!,Kur'an-ı Kerim,12.06.2015,KUR’AN AYINDA KUR’AN’LA BULUŞALIM!
Furkan,74,3,Ey Rabbimiz! Eşlerimizi ve çocuklarımızı bize göz aydınlığı kıl ve bizi takva sahiplerine öncü eyle!,"Aile, Çocuk ve Nesil",31.10.2025,AİLEDE HUZURUN KAYNAĞI: MERHAMET VE MUHABBET
Furkan,77,3,Kulluğunuz ve niyazınız olmasa Allah size ne diye değer versin!,İbadet ve Kulluk,05.12.2025,"İNSAN, HUZURU İBADETLE ELDE EDER"
Furkan,77,3,De ki! Duanız olmasa Rabbim size ne diye değer versin?,İbadet ve Kulluk,06.06.2014,"DUA, İBADETİN ÖZÜDÜR"
Furkan,77,3,De ki: Duanız olmasa Allah size ne diye değer versin!,"Afet, Kriz ve Sağlık",27.03.2020,ZORLUKLAR KARŞISINDA MÜMİN
Hac,77,3,"Ey iman edenler! Rükû edin, secdeye kapanın, Rabbinize ibadet edin, dünya ve âhiret için faydalı işler yapın ki kurtuluşa eresiniz.","Ramazan, Oruç ve Bayramlar",01.05.2020,RAMAZAN VE SORUMLULUK BİLİNCİ
Hac,77,3,"Ey iman edenler, rükû edin, secde edin, Rabbinize kulluk edin ve hayır işleyin ki kurtuluşa eresiniz.","Ramazan, Oruç ve Bayramlar",16.04.2021,ŞİFA AYI RAMAZAN
Hac,77,3,"Ey iman edenler! Rükû edin, secde edin, Rabbinize kulluk edin ve ahiret için faydalı işler yapın ki kurtuluşa eresiniz.",İbadet ve Kulluk,30.09.2022,ONUN (S.A.S) ÇAĞRISI
Haşr,18,3,"Ey iman edenler! Allah'a karşı gelmekten sakının ve herkes, yarın için önceden ne göndermiş olduğuna baksın. Allah'a karşı gelmekten sakının. Şüphesiz Allah, yaptıklarınızdan hakkıyla haberdardır.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",17.04.2015,"DÜNYA BİZE, BİZ BİRBİRİMİZE EMANETİZ!"
Haşr,18,3,Ey iman edenler! Allah için takva sahibi olun. Herkes yarın için ne hazırladığına baksın!,"Ahlak, Erdem ve Söz",20.12.2019,TAKVA: EN HAYIRLI AZIĞIMIZ
Haşr,18,3,Ey iman edenler! Allah için takva sahibi olun. Herkes yarın için ne hazırladığına baksın!,İbadet ve Kulluk,22.05.2020,BİR ÖMRÜ RAMAZAN GİBİ YAŞAMAK
Hucurat,6,3,Ey iman edenler! Eğer bir fâsık size bir haber getirirse onun doğruluğunu araştırın. Yoksa bilmeden bir topluluğa kötülük edersiniz de sonra yaptığınıza pişman olursunuz.,"Ahlak, Erdem ve Söz",04.02.2022,SÖZ VE DAVRANIŞLARIMIZDA DOĞRU OLALIM
Hucurat,6,3,Ey iman edenler! Eğer bir fâsık size bir haber getirirse onun doğruluğunu araştırın.…,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",09.08.2019,MÜMİN: HUZURLU TOPLUMUN TEMİNATI
Hucurat,6,3,Ey iman edenler! Size bir fâsık haber getirirse onun doğruluğunu araştırın…,"Ahlak, Erdem ve Söz",18.04.2025,HUCURÂT SÛRESİ: ERDEMLİ BİR TOPLUMUN İNŞASI
Hud,42,3,"Yavrucuğum! Bizimle beraber sen de gemiye bin, inkârcılarla birlikte olma.","Sabır, Tevekkül ve Manevi Olgunluk",03.01.2025,MÜMİNİN HAYATINDA UMUTSUZLUĞA YER YOKTUR
Hud,42,3,"…Haydi yavrum gel, sen de bizimle birlikte gemiye bin…","Aile, Çocuk ve Nesil",04.04.2025,GÜÇLÜ BİR TOPLUMUN İNŞASINDA ANNE BABANIN ROLÜ
Hud,42,3,Haydi yavrum! Sen de bizimle birlikte bin!,"Aile, Çocuk ve Nesil",23.06.2023,BABA: CENNETE AÇILAN KAPI
Kalem,4,3,Sen elbette yüce bir ahlâk üzeresin.,"Ahlak, Erdem ve Söz",03.02.2023,İMANIN GEREĞİ: SALİH AMEL VE GÜZEL AHLAK
Kalem,4,3,Sen elbette yüce bir ahlak üzeresin,Peygamberimiz ve Ashab,04.09.2026,PEYGAMBERİMİZ VE GÜZEL AHLAK
Kalem,4,3,Sen elbette yüce bir ahlak üzeresin,Peygamberimiz ve Ashab,10.01.2014,MEVLİD-İ NEBİ
Kehf,13,3,"Şüphesiz onlar, Rablerine inanmış birkaç genç yiğitti. Biz de onların hidayetlerini artırmıştık!","Aile, Çocuk ve Nesil",05.02.2021,GENÇLERİMİZ: EN BÜYÜK İMKÂN VE ZENGİNLİĞİMİZ
Kehf,13,3,Şüphesiz onlar Rablerine inanmış birkaç genç yiğitti. Biz de onların hidayetlerini artırmıştık.,"Aile, Çocuk ve Nesil",19.05.2023,"GENÇLERİMİZ, MİLLİ VE MANEVİ DEĞERLERİMİZİN EMANETÇİSİDİR"
Kehf,13,3,Şüphesiz onlar Rablerine inanmış birkaç genç yiğitti. Biz de onların hidayetlerini artırmıştık.,"Aile, Çocuk ve Nesil",19.08.2022,ARŞIN GÖLGESİNDE KORUNMAKLA MÜJDELENEN GENÇ
Kehf,30,3,"İman edip salih amel işleyenler bilmelidirler ki, biz güzel iş yapanların karşılığını asla zayi etmeyiz.","Ahlak, Erdem ve Söz",03.02.2023,İMANIN GEREĞİ: SALİH AMEL VE GÜZEL AHLAK
Kehf,30,3,"İman edip dünya ve ahiret için yararlı işler yapanlar bilmelidirler ki, biz güzel iş yapanların ecrini asla zayi etmeyiz.","Ahlak, Erdem ve Söz",10.11.2023,AZİM VE GAYRET SAHİBİ BİR MÜMİN OLABİLMEK
Kehf,30,3,"İman edip dünya ve ahiret için yararlı işler yapanlar bilmelidirler ki, biz güzel iş yapanların ecrini asla zâyi etmeyiz.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",20.08.2021,MÜSLÜMAN İŞİNİ SAĞLAM VE GÜZEL YAPAR
Kevser,1,3,Şüphesiz biz sana bitip tükenmez nimetler verdik. Şimdi sen Rabbin için namaz kıl ve kurban kes!,"Ramazan, Oruç ve Bayramlar",02.08.2019,RABBİN İÇİN KURBAN KES
Kevser,1,3,"Şüphesiz biz sana bitmez tükenmez nimetler verdik. Öyleyse sen rabbin için namaz kıl ve kurban kes! Asıl soyu kesik olan, sana karşı nefret duyandır.","Ramazan, Oruç ve Bayramlar",24.09.2015,KURBAN BAYRAMI
Kevser,1,3,"Şüphesiz biz sana bitip tükenmez nimetler verdik. O halde, Rabbin için namaz kıl, kurban kes! Doğrusu sana kin tutan, soyu kesik olanın ta kendisidir.","Ramazan, Oruç ve Bayramlar",31.07.2020,KURBAN BAYRAMI: TAKVA YOLCULUĞU
Maide,8,3,"Ey iman edenler, Allah için hakkı ayakta tutanlar ve adaletle şahitlik yapanlar olunuz.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",09.08.2019,MÜMİN: HUZURLU TOPLUMUN TEMİNATI
Maide,8,3,"…Herhangi bir topluluğa duyduğunuz kin, sizi adaletsiz davranmaya itmesin…","Vatan, Millet ve Tarih",16.03.2018,MİLLETİMİZİN VAROLUŞ MÜCADELESİ: ÇANAKKALE ZAFERİ
Maide,8,3,"Ey iman edenler! Allah için hakkı ayakta tutan, adaletle şahitlik eden kimseler olun...","Ahlak, Erdem ve Söz",25.03.2016,HAK VE HAKİKAT
Mutaffifin,1,3,"Ölçü ve tartıda hile yapanlara yazıklar olsun. Onlar, insanlardan bir şey aldıklarında tam ölçüp tartarlar. Kendileri başkalarına vermek için ölçtüklerinde ise eksik tartarlar...","Ekonomik Hayat: Kazanç, Zekat ve İsraf",02.03.2018,İSLAM’DA TİCARET AHLAKI
Mutaffifin,1,3,"Ölçü ve tartıda hile yapanlara yazıklar olsun. Onlar, insanlardan bir şey aldıklarında tam ölçüp tartarlar. Kendileri başkalarına vermek için ölçtüklerinde ise eksik tartarlar. Onlar, büyük bir gün için diriltileceklerini hiç mi düşünmezler? O gün insanlar, Âlemlerin Rabbinin huzurunda hazır beklerler.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",18.08.2017,ALIŞVERİŞ VE TİCARET AHLAKI
Mutaffifin,1,3,"Ölçüde ve tartıda hile yapanların vay haline! Onlar, insanlardan bir şey ölçüp aldıkları zaman tam ölçerler. Fakat, kendileri onlara bir şey ölçüp, yahut tartıp verdikleri zaman eksik ölçüp tartarlar","Ekonomik Hayat: Kazanç, Zekat ve İsraf",18.09.2026,AHÎLİK AHLAKI
Mü'min,60,3,"Bana dua edin ki, duanıza icabet edeyim.",İbadet ve Kulluk,10.02.2017,MÜMİNCE YAKARIŞIN ADI: DUA
Mü'min,60,3,"Bana dua edin, ben de duanızı kabul edeyim.","Kandiller, Muharrem ve Mübarek Geceler",23.02.2024,BERAT GECESİ: GÜNAHLARDAN ARINMA VESİLESİ
Mü'min,60,3,"Bana dua edin, duanızı kabul edeyim","Afet, Kriz ve Sağlık",24.02.2023,"KARDEŞLİK, DAYANIŞMA VE DUA VAKTİ"
Mü'minun,1,3,Müminler gerçekten kurtuluşa ermişlerdir. Onlar ki namazlarında huşu içindedirler. Onlar ki boş ve faydasız şeylerden uzak dururlar. Onlar ki zekâtı verirler. Ve onlar ki iffetlerini korurlar...,"Aile, Çocuk ve Nesil",08.05.2015,CANA CAN OLMAK: AİLE
Mü'minun,1,3,"Müminler kurtuluşa ermiştir, onlar namazlarını huşu içerisinde kılarlar.","Ramazan, Oruç ve Bayramlar",15.06.2018,KULLUK BİLİNCİYLE BİR ÖMÜR GEÇİRMEK
Mü'minun,1,3,Müminler gerçekten kurtuluşa ermişlerdir. Onlar ki namazlarında huşu içindedirler. Onlar ki boş ve faydasız şeylerden uzak dururlar. Onlar ki zekâtı verirler. Ve onlar ki iffetlerini korurlar...,"Ahlak, Erdem ve Söz",22.05.2015,BOŞ ŞEYLERİ TERK EDEREK HAYATI ANLAMLI KILMAK
Sebe,39,3,Allah yolunda her ne harcarsanız Allah onun yerine yenisini verir.,"Ramazan, Oruç ve Bayramlar",08.03.2024,RAMAZAN GELİYOR! HAZIR MIYIZ?
Sebe,39,3,"Allah yolunda her ne harcarsanız, Allah onun yerine başkasını verir.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",08.05.2020,"RAMAZAN: İNFAK, YARDIMLAŞMA VE PAYLAŞMA AYI"
Sebe,39,3,"Hayır yolunda her ne harcarsanız Allah, onun daha iyisini verir. O, rızık verenlerin en hayırlısıdır.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",31.03.2023,ZEKÂT: İSLAM’IN DAYANIŞMA KÖPRÜSÜ
Tekasür,8,3,O gün size verilen bütün nimetlerin hesabı sorulacak,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",25.01.2013,ALLAH’IN SEVMEDİĞİ DAVRANIŞ: İSRAF
Tekasür,8,3,O gün bütün nimetlerden mutlaka hesaba çekileceksiniz.,"Sabır, Tevekkül ve Manevi Olgunluk",29.12.2023,MUHASEBE BİLİNCİYLE BİR ÖMÜR GEÇİRMEK
Tekasür,8,3,"Nihayet o gün, bütün nimetlerden mutlaka hesaba çekileceksiniz.","Sabır, Tevekkül ve Manevi Olgunluk",30.12.2022,HAYATIN TEKRARI YOK
Tevbe,20,3,"İman edip hicret eden ve Allah yolunda mallarıyla, canlarıyla cihad eden kimselerin mertebeleri, Allah katında daha üstündür. İşte onlar, başarıya erenlerin tâ kendileridir.",Peygamberimiz ve Ashab,01.11.2013,RAHMET’İN HİCRETİ
Tevbe,20,3,"İman edip hicret eden ve Allah yolunda mallarıyla, canlarıyla cihad edenlerin Allah katındaki mertebeleri pek büyüktür. Muradına erecek olanlar da onlardır.","Vatan, Millet ve Tarih",11.10.2019,GÜN BİRLİK VE DAYANIŞMA GÜNÜDÜR
Tevbe,20,3,"İnanan, hicret eden, Allah yolunda mallarıyla ve canlarıyla cihad edenlerin Allah katındaki mertebeleri pek büyüktür. Muradına erecek olanlar da onlardır",Peygamberimiz ve Ashab,29.07.2022,HİCRETİMİZ RABBİMİZE OLSUN
Tevbe,71,3,Mümin erkekler ve mümin kadınlar birbirlerinin velileridir.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",02.04.2021,BİRBİRİMİZİN FARKINDA OLALIM
Tevbe,71,3,Mümin erkekler ve mümin kadınlar birbirinin yardımcısıdır.,"Ramazan, Oruç ve Bayramlar",24.03.2023,RAMAZAN VE DAYANIŞMA
Tevbe,71,3,"Mümin erkeklerle mümin kadınlar birbirlerinin velileri, yardımcılarıdır.",İbadet ve Kulluk,27.09.2013,"DAVET HEPİMİZE, HEP BİRLİKTE CAMİYE!"
Yasin,65,3,"O gün, onların ağızlarını mühürleriz; yapmış olduklarını elleri bize anlatır, ayakları da şahitlik eder.","İman, Tevhid ve Ahiret",01.07.2022,AHİRET GÜNÜ VE HESAP VERME BİLİNCİ
Yasin,65,3,"O gün, onların ağızlarını mühürleriz; yapmış olduklarını elleri bize anlatır, ayakları da şahitlik eder.","İman, Tevhid ve Ahiret",30.05.2025,YÂSÎN SÛRESİ: KUR’AN’IN KALBİ
Yasin,65,3,"O gün biz onların ağızlarını mühürleriz. Yaptıklarını bize elleri anlatır, ayakları da şahitlik eder.","Sabır, Tevekkül ve Manevi Olgunluk",30.12.2022,HAYATIN TEKRARI YOK
İnşirah,1,3,"Ey Muhammed! Senin göğsünü açıp genişletmedik mi? Belini büken yükünü üzerinden kaldırmadık mı? Senin şanını yüceltmedik mi? Elbette zorluğun yanında nice kolaylıklar vardır. Gerçekten, zorlukla beraber nice kolaylıklar vardır. Öyleyse, bir işi bitirince hemen diğerine koyul. Ve yalnız Rabbine yönel.","Sabır, Tevekkül ve Manevi Olgunluk",15.02.2019,HAYATI YAŞANILIR KILMANIN YOLU: DİN VE MANEVİYAT
İnşirah,1,3,Biz senin gönlüne ferahlık vermedik mi? Belini büken yükünü kaldırmadık mı? Senin şanını yüceltmedik mi?,İslam Coğrafyası ve Küresel Meseleler,20.10.2023,RAHMET VE SEKİNET MÜJDESİ: İNŞİRÂH SURESİ
İnşirah,1,3,"Habibim! Biz, senin göğsüne inşirah vermedik mi? Belini büken yüklerinden seni kurtarmadık mı? Senin şanını ve ününü yüceltmedik mi? Elbette zorlukla beraber bir kolaylık vardır. Muhakkak her zorlukla beraber bir kolaylık vardır. Öyleyse bir işi bitirince hemen başka bir işe koyul! Ve rağbetin yalnızca Rabbine olsun!","Kandiller, Muharrem ve Mübarek Geceler",31.03.2017,"RAĞBETİMİZ, RABBİMİZE OLSUN!"
İsra,81,3,De ki: Hak geldi bâtıl yok oldu. Zira bâtıl yok olmaya mahkûmdur.,"Vatan, Millet ve Tarih",19.01.2024,"BİZİ GÜÇLÜ KILAN, BİRLİK VE BERABERLİĞİMİZDİR"
İsra,81,3,De ki: Hak geldi bâtıl yıkılıp gitti! Zaten bâtıl yıkılmaya mahkûmdur.,"Vatan, Millet ve Tarih",28.02.2020,"HAK UĞRUNDA MÜCADELEMİZ, BİRLİK VE BERABERLİK RUHUMUZ"
İsra,81,3,"Hak geldi, bâtıl yıkılıp gitti! Zaten bâtıl yıkılmaya mahkûmdur.","Vatan, Millet ve Tarih",30.08.2019,VATAN BİZE EMANETTİR
A'raf,199,2,"Sen af yolunu tut, iyiliği emret ve cahillerden yüz çevir!","Ahlak, Erdem ve Söz",14.02.2014,AFFETMEK
A'raf,199,2,Cahillerden yüz çevir.,"Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",30.03.2018,VAHYİN İNSANLIĞA İLK MESAJI: OKU!
Al-i İmran,12,2,Resulüm! İnkâr edenlere de ki: Yakında mağlûp olacaksınız ve cehenneme sürükleneceksiniz. Orası ne kötü bir kalma yeridir.,İslam Coğrafyası ve Küresel Meseleler,02.08.2024,TEBBET SÛRESİNDEN MESAJLAR
Al-i İmran,12,2,Kâfirlere de ki: Yakında mağlup olacaksınız ve cehenneme sürüleceksiniz. Orası ne kötü bir yerdir!,İslam Coğrafyası ve Küresel Meseleler,25.07.2025,GAZZE: İNSANLIĞIN ONUR SINAVI
Al-i İmran,133,2,"Rabbinizin mağfiretine, genişliği göklerle yer arası kadar olan ve takva sahipleri için hazırlanmış bulunan cennete koşun.",İbadet ve Kulluk,07.04.2023,İHSAN BİLİNCİ: KULLUĞUN ZİRVESİ
Al-i İmran,133,2,"Rabbinizin mağfiretine, genişliği göklerle yer arası kadar olan ve takva sahipleri için hazırlanmış bulunan cennete koşun.","İman, Tevhid ve Ahiret",13.10.2017,CENNET YOLCUSU OLABİLMEK
Al-i İmran,185,2,Her canlı ölümü tadacaktır.,"İman, Tevhid ve Ahiret",27.02.2015,ÖLÜM VE ÖTESİ
Al-i İmran,185,2,"Her canlı ölümü tadacaktır. Kıyamet günü yaptıklarınızın karşılığı size tastamam verilecektir. Kim cehennemden uzaklaştırılıp cennete konursa o, gerçekten kurtuluşa ermiştir. Dünya hayatı zaten aldatıcı şeylerden ibarettir.","Sabır, Tevekkül ve Manevi Olgunluk",28.12.2018,BİR ÖMÜR SORUMLULUK BİLİNCİYLE YAŞAMAK
Al-i İmran,200,2,Ey iman edenler! Sabredin; düşman karşısında sebat gösterin; cihad için hazırlıklı ve uyanık olun ve Allah’tan korkun ki başarıya erişebilesiniz.,"Vatan, Millet ve Tarih",28.08.2026,VATAN SEVGİSİ
Al-i İmran,200,2,Ey iman edenler! Sabredin; düşman karşısında sebat gösterin; cihad için hazırlıklı ve uyanık olun ve Allah'tan korkun ki başarıya erişebilesiniz.,"Vatan, Millet ve Tarih",30.08.2019,VATAN BİZE EMANETTİR
Al-i İmran,54,2,"Onlar tuzak kurdular. Allah da onların tuzaklarını başlarına geçirdi. Zira Allah, tuzakları bozanların en hayırlısıdır.","Sabır, Tevekkül ve Manevi Olgunluk",03.01.2025,MÜMİNİN HAYATINDA UMUTSUZLUĞA YER YOKTUR
Al-i İmran,54,2,"Onlar tuzak kurdular. Allah da onların tuzaklarını bozdu. Allah, tuzak bozanların en hayırlısıdır.","Ahlak, Erdem ve Söz",14.07.2023,"DİN SAMİMİYETTİR, İSTİSMAR İHANETTİR"
Ala,14,2,"Nefsini arındıran, Rabbini zikredip namaz kılan kimse kurtuluşa ermiştir.","Ramazan, Oruç ve Bayramlar",21.04.2023,"RAMAZAN BAYRAMI: NEŞE, HUZUR VE KARDEŞLİK GÜNLERİ"
Ala,14,2,"Arınan ve Rabbinin adını anıp, namaz kılan kimse mutlaka kurtuluşa erer.","Ramazan, Oruç ve Bayramlar",23.06.2017,ÖMRÜMÜZÜ RAMAZAN KILABİLMEK
Bakara,197,2,Azık edinin; kuşkusuz azığın en hayırlısı takvâdır. Ey akıl sahipleri! Bana karşı gelmekten sakının.,"Ahlak, Erdem ve Söz",20.12.2019,TAKVA: EN HAYIRLI AZIĞIMIZ
Bakara,197,2,"Hac bilinen aylardadır. Kim o aylarda hacca karar verip niyet ederse, bilsin ki hac sırasında cinsel davranışlarda bulunmak, günah işlemek ve kavga etmek yoktur. Siz ne hayır yaparsanız Allah onu bilir. Ahiret için azık toplayın. Kuşkusuz, azığın en hayırlısı takvadır. Ey akıl sahipleri, bana karşı gelmekten sakının!",İbadet ve Kulluk,28.06.2019,BİR MUKADDES YOLCULUK: HAC
Bakara,222,2,"Şunu iyi bilin ki Allah, çok tövbe edenleri ve içi dışı temiz olanları sever.","Afet, Kriz ve Sağlık",04.09.2020,"İSLAM, TEMİZLİĞİ EMREDER"
Bakara,222,2,"Allah, çok tevbe edenleri ve içi dışı temiz olanları sever.",İbadet ve Kulluk,13.11.2020,"ABDEST: BEDENİMİZE SAĞLIK, RUHUMUZA HUZUR"
Bakara,257,2,Allah iman edenlerin dostudur. Onları karanlıklardan aydınlığa çıkarır.,"İman, Tevhid ve Ahiret",09.02.2024,HAYATI DEĞERLİ KILAN ÖLÇÜ: İMAN
